SalePrice,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea
230500,60,11194,8,5,2000,2000,0,1406,1406,1454,482,3,1,7,1,2,504
129000,60,18450,6,5,1965,1979,723,111,1021,1465,915,3,1,7,1,2,596
193500,20,8125,6,5,1994,1998,0,270,1408,1679,0,3,1,7,1,2,575
168000,20,14175,5,6,1956,1987,0,200,1188,1437,0,3,1,6,1,2,576
137500,30,11600,4,5,1922,1950,0,700,700,1180,0,2,1,5,1,1,252
173500,60,8633,6,5,2005,2005,0,545,738,738,738,3,1,7,0,2,540
103600,70,6629,6,6,1925,1950,0,121,672,697,672,3,1,6,0,1,300
165000,20,11250,6,6,1977,1977,0,441,1208,1208,0,3,1,6,1,2,546
257500,20,14442,6,7,1957,2004,0,291,1477,1839,0,3,1,7,2,2,416
140000,20,9200,6,6,1965,1965,0,244,1136,1136,0,3,1,5,1,1,384
148500,160,2289,6,6,1978,1978,0,544,855,855,586,3,1,7,1,2,440
87000,70,9600,4,2,1900,1950,0,1095,1095,1095,679,4,2,8,0,3,779
109500,30,9022,5,8,1924,2006,0,768,768,792,0,2,1,5,0,1,240
372500,20,11844,8,5,2008,2008,0,2046,2046,2046,0,3,1,7,1,3,834
128500,20,9945,5,5,1961,1961,0,161,988,988,0,3,1,5,0,2,572
143000,120,8012,6,5,1980,1980,119,261,923,923,0,2,1,5,1,1,264
159434,50,4500,5,5,1932,2000,0,611,793,848,672,3,1,6,0,1,281
173000,120,2887,6,5,1996,1997,0,288,1291,1291,0,2,1,6,1,2,431
285000,20,11248,9,5,2002,2002,0,567,1626,1668,0,3,1,7,1,3,702
221000,60,16770,7,5,1998,1998,0,1195,1195,1195,644,4,1,7,0,2,486
207500,160,5062,7,5,1984,1984,182,180,1190,1190,900,3,1,6,1,2,577
227875,60,10207,7,6,2007,2007,0,874,874,874,887,3,1,7,0,2,578
148800,160,5105,7,5,2004,2004,0,312,551,551,551,2,1,4,0,2,480
392000,20,8089,8,6,2007,2007,0,474,1419,1419,0,2,1,7,1,2,567
194700,120,7577,6,5,2005,2006,0,1342,1362,1362,0,2,1,6,1,2,460
141000,120,4426,6,5,2004,2004,0,151,848,848,0,1,1,3,1,2,420
755000,60,21535,10,6,1994,1995,0,989,2444,2444,1872,4,1,10,2,3,832
335000,60,26178,7,5,1989,1990,0,245,1210,1238,1281,4,1,9,2,2,628
108480,30,5400,5,6,1921,1968,0,1073,1073,1073,0,2,1,4,0,1,326
141500,50,6120,5,6,1936,1950,0,927,927,1067,472,3,1,5,0,2,576
176000,20,13811,6,6,1987,1987,40,92,1112,1137,0,2,1,5,1,2,551
89000,30,6000,5,7,1921,1950,0,0,616,616,0,2,1,4,0,1,205
123500,20,6420,5,7,1952,1952,551,219,980,1148,0,2,1,6,0,1,308
138500,20,8450,5,8,1965,2009,117,224,894,894,0,3,1,5,1,1,336
196000,120,4282,7,5,2004,2004,0,1375,1391,1391,0,2,1,5,0,2,530
312500,20,14331,8,5,2002,2002,0,526,1800,1800,0,3,1,7,1,3,765
140000,20,9600,7,5,1969,1969,0,1164,1164,1164,0,3,1,6,0,2,528
361919,60,12438,8,5,2006,2006,0,1234,1234,1264,1312,4,1,10,1,3,666
140000,190,7630,5,9,1900,1996,0,360,360,1032,780,4,2,8,1,2,672
213000,20,8400,7,5,2004,2005,0,761,1473,1484,0,3,1,7,0,2,606
55000,190,5600,4,5,1930,1950,0,0,0,372,720,3,2,7,0,0,0
302000,20,115149,7,5,1971,2002,0,424,1643,1824,0,2,1,5,2,2,739
254000,120,6240,8,5,2006,2006,0,461,1324,1324,0,2,1,6,1,2,550
179540,60,9018,7,5,2007,2007,0,728,728,728,728,3,1,8,1,2,400
109900,20,7162,5,7,1966,1966,0,876,876,904,0,3,1,6,0,1,408
52000,30,4130,3,6,1935,2003,0,270,270,729,0,2,1,5,0,0,0
102776,50,8712,4,7,1900,1950,0,859,859,859,319,2,1,7,0,1,384
189000,120,4671,8,5,1988,1989,0,461,1228,1228,0,2,1,5,1,2,472
129000,190,9873,4,5,1970,1970,0,171,960,960,0,3,1,6,0,2,576
130500,60,13517,6,8,1976,2005,0,192,725,725,754,3,1,6,0,2,475
165000,20,10140,6,5,1974,1974,0,1064,1064,1350,0,3,1,7,1,2,478
159500,70,10800,7,8,1890,1998,0,718,718,1576,978,3,1,8,0,2,704
157000,20,10000,5,6,1973,2000,0,92,1176,1178,0,3,1,5,1,2,439
341000,60,10542,7,5,1993,1994,0,138,1311,1325,1093,3,1,9,1,3,983
128500,20,9920,5,6,1969,1969,0,448,971,971,0,3,1,5,1,1,300
275000,120,6563,8,5,1985,1985,0,594,1742,1742,0,2,1,5,1,2,564
143000,120,4426,6,5,2004,2004,0,186,848,848,0,1,1,3,0,2,420
124500,20,8120,4,7,1970,1970,0,673,864,864,0,3,1,5,0,2,463
135000,50,8172,4,6,1954,1972,0,941,941,997,473,4,1,7,0,1,548
320000,20,13286,9,5,2007,2008,0,464,1698,1698,0,3,1,8,1,3,768
120500,20,6960,4,6,1970,1970,239,250,864,864,0,3,1,5,0,2,660
222000,20,21695,6,9,1988,2007,0,72,880,1680,0,3,1,5,1,2,540
194500,20,7314,7,5,2007,2007,0,508,1232,1232,0,2,1,6,0,2,632
110000,90,11475,5,5,1958,1958,0,1584,1584,1776,0,4,2,9,0,3,888
103000,30,6240,4,5,1925,1950,0,628,780,848,0,2,1,5,0,2,539
236500,120,5389,8,5,1995,1996,0,415,1595,1616,0,2,1,5,1,2,608
187500,80,9590,7,5,2003,2003,0,82,868,1146,0,3,1,6,1,2,438
222500,60,11404,7,5,1998,1999,0,901,1153,1153,878,3,1,8,1,2,541
131400,20,10000,5,6,1961,1983,0,270,864,1144,0,3,1,6,1,1,264
108000,20,8978,5,5,1968,1968,0,948,948,948,0,3,1,6,0,1,300
163000,75,10800,7,7,1914,1970,0,490,880,880,888,2,1,6,2,2,320
93500,90,8544,3,4,1950,1950,0,0,0,1040,0,2,2,6,0,2,400
239900,60,10463,8,5,2005,2005,0,893,893,901,900,3,1,8,1,3,800
179000,90,10800,5,5,1987,1988,0,0,1200,1200,0,3,1,5,0,0,0
190000,60,9313,7,5,2004,2004,0,864,864,864,864,3,1,7,0,2,572
132000,70,9600,5,7,1910,2002,0,264,264,768,664,2,1,7,0,2,360
142000,20,6768,6,8,1961,1996,0,80,912,912,0,3,1,5,0,1,288
179000,20,8450,7,5,2000,2001,0,1349,1349,1349,0,3,1,6,0,2,539
175000,80,12886,5,6,1963,1999,0,76,520,1464,0,3,1,6,1,2,480
180000,120,5395,8,5,1993,1993,0,604,1337,1337,0,2,1,5,1,2,462
299800,60,8963,8,9,1976,1996,80,487,1142,1175,1540,4,1,11,2,2,831
236000,60,8795,7,5,2000,2000,0,652,952,980,1276,4,1,8,1,2,554
265979,70,11700,7,7,1880,2003,0,1240,1240,1320,1320,4,1,8,1,4,864
260400,20,10593,7,5,1996,1996,0,801,1720,1720,0,3,1,7,1,2,527
98000,50,8405,4,3,1945,1950,0,0,0,1088,441,4,1,9,0,1,240
96500,50,8800,4,7,1910,2004,0,576,576,792,348,3,1,7,0,0,0
162000,60,7750,7,5,2003,2003,0,660,660,660,660,3,1,6,0,2,400
217000,20,9236,6,5,1997,1997,0,279,1479,1494,0,3,1,6,0,2,576
275500,60,10240,8,5,2005,2005,0,1030,1030,1038,1060,3,1,8,1,3,878
156000,20,7930,6,8,1969,2005,472,115,1026,1026,0,3,1,5,0,2,440
172500,160,3230,6,5,1999,1999,0,348,729,742,729,3,1,6,0,2,440
212000,60,10769,8,5,2007,2007,0,846,866,866,902,3,1,7,0,2,578
158900,60,11616,6,5,1978,1978,0,234,672,672,714,3,1,6,1,2,440
179400,160,2280,7,5,1999,1999,0,195,744,757,744,3,1,6,0,2,440
290000,60,12257,8,5,1995,1995,64,1198,1318,1328,1203,4,1,9,1,3,752
127500,20,9100,6,6,1959,1959,0,252,864,864,0,2,1,5,0,1,300
100000,30,6911,5,5,1924,1950,0,740,1145,1301,0,2,1,5,0,2,440
215200,60,8640,7,5,2009,2009,0,732,756,764,783,3,1,7,0,2,614
337000,60,9430,8,5,1999,1999,0,89,1252,1268,1097,3,1,8,1,3,856
270000,120,9549,8,5,1995,1996,1057,0,1494,1494,0,2,1,6,1,2,481
264132,20,14587,9,5,2008,2008,0,1498,1498,1506,0,2,1,6,1,2,592
196500,60,10421,7,5,1988,1988,0,586,980,980,734,3,1,7,1,2,496
160000,50,12508,6,7,1940,1985,0,323,983,983,767,4,1,7,0,1,423
216837,20,9100,7,5,2004,2005,0,1836,1860,1836,0,3,1,8,1,2,484
538000,60,53504,8,5,2003,2003,0,234,1650,1690,1589,4,1,12,1,3,841
134900,85,7252,5,5,1982,1982,0,173,858,858,0,2,1,5,0,2,576
102000,20,8877,4,5,1951,1951,0,0,836,1220,0,2,1,6,0,2,396
107000,80,7819,6,5,1976,1976,127,480,1029,1117,0,3,1,6,1,2,672
114500,20,10150,5,5,1958,1958,0,456,912,912,0,2,1,5,0,1,275
395000,20,14226,8,5,2006,2006,0,1935,1935,1973,0,3,1,9,1,3,895
162000,120,4500,6,5,1998,1998,0,338,1204,1204,0,2,1,5,0,2,412
221500,20,11210,7,5,2005,2006,0,1594,1614,1614,0,3,1,7,0,3,865
142500,20,13350,5,5,1974,1974,0,102,864,894,0,3,1,5,1,2,440
144000,90,8400,5,5,1977,1977,0,0,0,2020,0,4,2,10,2,2,630
135000,90,10530,6,5,1977,1977,0,0,975,1004,0,2,1,4,0,2,504
176000,20,7875,7,5,1995,1996,0,1237,1237,1253,0,3,1,6,1,2,402
175900,60,7153,6,5,1992,1992,0,374,761,810,793,3,1,7,0,2,484
187100,20,16285,7,5,2001,2002,0,1413,1413,1430,0,3,1,6,0,2,605
165500,85,9101,5,6,1978,1978,0,0,1097,1110,0,1,1,4,1,2,602
128000,75,6300,6,6,1914,2001,0,742,742,742,742,3,1,9,1,0,0
161500,20,9790,6,5,1967,1967,630,491,1372,1342,0,3,1,7,1,2,457
139000,50,10800,5,6,1915,1950,0,0,686,966,686,4,1,7,0,1,416
233000,60,10142,7,5,2004,2004,0,300,956,956,1128,4,1,8,0,2,618
107900,20,6000,4,7,1954,2000,0,901,901,901,0,2,1,4,0,1,281
187500,60,12205,6,8,1966,2007,0,264,832,976,1111,5,1,9,0,2,444
160200,120,3182,7,5,2005,2006,0,1129,1145,1145,0,2,1,5,1,2,397
146800,80,11333,6,5,1976,1976,0,490,1029,1062,0,3,1,5,2,2,539
269790,60,9920,7,5,1996,1997,0,255,1117,1127,886,3,1,8,1,2,455
225000,20,9158,8,5,2007,2007,0,1496,1496,1496,0,3,1,7,0,2,474
194500,60,10832,7,5,1994,1996,0,712,712,1086,809,3,1,7,1,2,409
171000,60,8400,6,6,1980,1981,0,650,650,888,676,3,1,7,1,2,476
143500,20,8197,6,5,1977,1977,0,660,660,1285,0,3,1,7,1,2,528
110000,20,7677,5,5,1953,1953,0,203,773,773,0,2,1,4,0,1,240
485000,60,13518,9,5,2008,2009,0,1926,1926,1966,1174,4,1,11,2,3,820
175000,50,7200,5,7,1937,1950,0,162,731,981,787,3,1,7,2,1,240
200000,60,12798,6,5,1997,1997,0,154,616,616,1072,4,1,8,0,2,603
109900,30,4800,4,7,1916,1990,0,999,1196,1196,0,2,1,5,0,2,440
189000,60,8199,7,5,2005,2005,0,80,728,728,728,3,1,7,1,2,410
582933,60,13891,9,5,2008,2009,0,1734,1734,1734,1088,4,1,12,1,3,1020
118000,20,9000,5,5,1954,1954,0,124,936,1128,0,2,1,5,0,1,286
227680,20,12274,7,5,2008,2008,0,1417,1417,1428,0,3,1,6,0,2,554
135500,80,9750,5,5,1967,1967,480,100,980,980,0,3,1,6,0,1,384
223500,70,21384,5,6,1923,2004,0,15,1324,1072,504,3,1,6,1,2,528
159950,80,13400,5,5,1966,1966,128,380,1024,1086,0,3,1,6,1,2,484
106000,75,8100,5,5,1898,1965,0,849,849,1075,1063,2,3,11,0,2,360
181000,20,10140,6,6,1974,1999,377,0,1040,1309,0,3,1,5,1,2,484
144500,120,4438,6,5,2004,2004,0,186,848,848,0,1,1,4,1,2,420
55993,20,8712,5,5,1952,1952,0,540,540,1044,0,2,1,4,0,2,504
157900,20,9750,6,6,1958,1958,0,834,1442,1442,0,4,1,7,0,1,301
116000,50,8248,5,7,1918,1950,0,686,686,686,564,3,1,7,0,1,280
224900,20,12137,7,5,1998,1998,0,1649,1649,1661,0,3,1,6,0,2,598
137000,20,11425,5,6,1954,1954,0,522,1008,1008,0,2,1,4,1,1,275
271000,20,13265,8,5,2002,2002,0,350,1568,1689,0,3,1,7,2,3,857
155000,80,8816,6,7,1971,1971,0,506,1010,1052,0,3,1,6,0,2,440
224000,120,6371,7,5,2009,2010,0,625,1358,1358,0,2,1,6,1,2,484
183000,60,7226,7,5,2003,2003,0,798,798,798,842,3,1,6,0,2,595
93000,20,6000,4,4,1953,1953,0,936,936,936,0,2,1,4,0,2,576
225000,60,12394,7,5,2003,2003,0,847,847,847,886,3,1,7,1,2,433
139500,50,9900,6,7,1940,1950,0,778,778,944,545,3,1,7,1,1,240
232600,20,11216,8,5,2006,2006,0,1489,1489,1489,0,3,1,7,1,2,776
385000,20,14803,10,5,2007,2008,0,442,2078,2084,0,2,1,7,1,3,1220
109500,45,6130,5,6,1924,1950,0,0,784,784,0,2,1,5,0,0,0
189000,20,8529,7,5,2001,2001,0,1434,1454,1434,0,3,1,6,1,2,527
185000,60,28698,5,5,1967,1967,764,0,1013,1160,966,3,1,7,0,2,538
147400,160,2544,7,5,2005,2005,0,600,600,520,623,2,1,4,0,2,480
166000,20,11900,6,5,1957,1957,0,352,1392,1392,0,3,1,6,2,2,458
151000,160,3180,7,5,2005,2005,0,600,600,520,600,2,1,4,0,2,480
237000,60,9548,7,6,2003,2003,0,458,941,941,888,3,1,7,1,2,613
167000,20,10004,6,6,1964,1964,345,975,1516,1516,0,3,1,6,0,2,472
139950,20,7875,5,6,1961,1961,0,572,1144,1144,0,3,1,6,0,2,456
128000,20,9600,4,7,1950,1995,0,625,1067,1067,0,2,1,4,0,2,436
153500,30,8100,5,6,1948,1973,0,1221,1559,1559,0,2,1,5,0,2,812
100000,160,1680,6,5,1973,1973,0,153,483,483,504,2,1,5,0,1,264
144000,20,9525,5,6,1995,2006,0,1099,1099,1099,0,3,1,6,0,1,352
130500,50,11767,5,6,1946,1995,0,416,768,768,432,3,1,6,0,1,240
140000,70,12155,6,8,1925,1950,0,516,672,810,672,4,1,7,0,1,400
157500,70,10440,5,8,1904,2002,0,650,650,958,581,3,1,8,1,2,686
174900,80,9020,6,7,1966,1966,539,276,1127,1165,0,3,1,6,0,2,490
141000,90,8000,5,4,1961,1961,0,1800,1800,1800,0,6,2,10,0,0,0
153900,50,12665,5,8,1915,1950,0,876,876,876,540,4,1,7,1,3,720
171000,85,16647,5,5,1975,1981,0,0,1390,1701,0,3,1,6,2,2,611
213000,60,9317,7,5,1993,1993,0,227,740,1006,769,3,1,7,1,2,425
133500,20,15523,5,6,1972,1972,0,404,864,864,0,3,1,5,1,1,338
240000,50,45600,6,8,1908,1997,0,907,907,1307,1051,5,1,10,1,2,360
187000,80,9600,6,7,1976,1994,0,528,528,1094,761,3,1,7,1,2,512
131500,120,4435,6,5,2003,2003,0,189,848,848,0,1,1,3,0,2,420
215000,120,3196,8,5,2003,2003,0,1273,1273,1456,0,2,1,7,1,2,400
164000,75,7128,7,5,1941,1950,0,554,918,918,728,4,1,7,2,1,240
158000,80,12095,6,6,1964,1964,0,563,1127,1445,0,3,1,7,1,2,645
170000,20,17920,5,4,1955,1974,1085,372,1763,1779,0,3,1,6,1,2,454
127000,20,6897,5,8,1962,2010,0,381,1040,1040,0,3,1,6,0,1,260
147000,80,10970,6,6,1978,1978,435,0,940,1026,0,3,1,5,0,2,576
174000,60,8125,6,5,1994,1995,0,702,702,702,779,3,1,6,1,2,343
152000,20,10400,7,5,1976,1976,0,1090,1090,1370,0,3,1,6,1,2,479
250000,60,11029,6,7,1968,1984,0,435,1054,1512,1142,4,1,9,1,2,619
189950,50,7642,7,8,1918,1998,0,912,912,912,514,3,1,7,1,1,216
131500,190,11625,5,4,1965,1965,0,198,1039,1039,0,3,1,6,0,2,504
152000,20,9672,6,5,1984,1985,0,702,1040,1097,0,3,1,6,0,2,480
132500,20,7931,5,5,1959,1959,0,0,1148,1148,0,3,1,6,0,1,672
250580,20,8640,7,5,2007,2008,0,1372,1372,1372,0,3,1,6,0,2,529
148500,20,8750,5,6,1970,1970,0,174,1002,1002,0,3,1,5,0,2,902
248900,20,10656,8,5,2006,2007,0,1638,1638,1646,0,3,1,6,1,3,870
129000,20,6970,4,5,1961,1961,0,108,1040,1120,0,3,1,5,0,2,544
169000,60,14762,5,6,1948,1950,0,0,0,1547,720,2,1,7,1,2,672
236000,60,9938,7,5,1993,1994,0,300,1050,1062,887,3,1,8,1,2,574
109500,20,6600,5,5,1962,1962,0,894,894,894,0,2,1,5,0,1,308
200500,60,8750,6,5,1998,1998,0,299,804,804,878,3,1,7,0,2,523
116000,20,8892,5,7,1953,1996,0,105,105,910,0,3,1,5,0,2,414
133000,40,12144,5,7,1949,1950,0,457,832,1036,0,3,1,6,1,1,288
66500,50,5720,5,6,1941,1950,0,676,676,676,455,3,1,5,0,1,200
303477,60,9000,8,5,2007,2007,0,1120,1184,1184,1426,4,1,11,1,2,550
132250,20,25286,4,5,1963,1963,0,431,1064,1040,0,3,1,5,0,2,648
350000,60,8834,9,5,2004,2005,0,292,1462,1462,762,4,1,10,1,3,738
148000,85,11782,5,7,1961,1995,0,210,1109,1155,0,3,1,6,0,2,576
136500,20,7000,5,8,1978,2005,0,218,864,864,0,3,1,6,0,1,336
157000,20,7024,5,5,2005,2006,0,110,1090,1090,0,2,1,5,0,2,450
187500,50,13758,7,5,1990,1991,0,254,1156,1187,530,3,1,7,1,2,400
178000,60,9636,6,5,1992,1993,0,808,808,808,785,3,1,7,1,2,389
118500,75,6204,4,5,1912,1950,0,795,795,954,795,5,1,10,0,1,440
100000,20,7150,5,5,1967,1967,0,460,892,892,0,3,1,5,0,1,288
328900,120,5119,9,5,1999,2000,0,460,1698,1709,0,2,1,5,1,2,506
145000,90,8393,5,5,1959,2005,0,1098,1626,1712,0,4,2,8,0,2,588
135500,50,16466,5,7,1955,1955,0,816,816,872,521,3,1,8,0,1,300
268000,20,15865,8,6,1970,1970,823,1043,2217,2217,0,4,1,8,1,2,621
149500,20,12160,6,4,1953,1953,0,481,1505,1505,0,2,1,6,1,2,505
122900,50,8064,5,7,1949,2006,0,672,672,672,252,3,1,6,1,2,576
172500,60,11184,6,5,1978,1978,500,192,918,918,765,3,1,7,1,2,440
154500,20,8414,6,8,1963,2003,0,396,1059,1068,0,3,1,6,0,1,264
165000,20,13284,5,5,1954,1954,0,319,1383,1383,0,3,1,6,1,1,354
118858,90,7018,5,5,1979,1979,0,0,0,1535,0,4,2,8,0,2,400
140000,60,7056,6,5,1963,1963,0,380,780,983,813,4,1,8,1,2,483
106500,30,8765,4,6,1936,1950,0,666,951,951,0,2,1,6,0,1,327
142953,90,7018,5,5,1979,1979,0,0,0,1120,1120,6,2,12,0,2,528
611657,20,12919,9,5,2009,2010,0,142,2330,2364,0,2,1,11,2,3,820
135000,20,6993,5,7,1961,1994,0,447,912,1236,0,3,1,6,1,1,288
110000,20,7340,4,6,1971,1971,0,536,858,858,0,2,1,4,0,1,684
153000,20,8712,5,7,1957,2000,0,132,992,1306,0,2,1,5,0,1,756
180000,60,7875,7,5,2003,2003,0,783,783,807,702,3,1,8,1,2,393
240000,20,14859,7,5,2006,2006,0,1670,1670,1670,0,3,1,7,1,3,690
125500,20,6173,5,6,1967,1967,0,277,876,902,0,3,1,6,0,1,288
128000,20,9920,5,5,1954,1954,290,412,1056,1063,0,3,1,6,0,1,280
255000,20,13501,8,5,2006,2006,0,1560,1623,1636,0,3,1,8,1,3,865
250000,50,11500,7,7,1936,1987,0,794,1017,1020,1037,3,1,6,1,1,180
131000,20,8885,5,5,1983,1983,324,239,864,902,0,2,1,5,0,2,484
174000,60,12589,6,5,2005,2005,0,742,742,742,742,3,1,8,1,2,390
154300,90,11600,5,5,1960,1960,0,662,1105,1105,1169,5,2,12,0,2,480
143500,20,9286,5,7,1977,1989,0,1072,1268,1268,0,3,1,5,0,1,252
88000,30,6120,5,7,1925,1950,0,279,768,1015,0,3,1,6,0,1,450
145000,90,6270,5,6,1949,1950,0,717,1001,1001,1001,4,2,8,0,3,871
173733,160,3000,6,5,2009,2009,0,318,612,612,612,2,1,4,0,2,528
75000,160,2001,4,5,1970,1970,0,546,546,546,546,3,1,6,0,1,286
35311,20,9000,2,3,1949,1950,0,430,480,480,0,1,1,4,0,1,308
135000,20,17140,4,6,1956,1956,0,75,1134,1229,0,3,1,6,0,1,284
238000,60,13125,7,5,1991,1991,634,422,1104,912,1215,4,1,8,1,3,833
176500,20,11029,6,8,1958,2002,411,245,1184,1414,0,3,1,6,1,2,601
201000,60,8462,6,5,1994,1994,0,114,928,936,785,3,1,7,0,2,471
145900,90,8777,5,7,1900,2003,0,188,1272,1272,928,4,2,9,0,0,0
169990,20,10237,6,5,2005,2006,0,1288,1316,1316,0,3,1,6,1,2,397
193000,120,8012,6,5,1993,1994,841,598,1604,1617,0,2,1,5,1,2,533
207500,20,10240,6,6,1980,1980,1061,0,1686,1686,0,3,1,7,1,2,612
175000,20,15611,5,6,1977,1977,93,266,1126,1126,0,3,1,6,0,2,540
285000,60,11999,8,5,2003,2004,0,1181,1181,1234,1140,4,1,10,1,3,656
176000,60,9900,7,5,1968,1968,0,280,832,1098,880,4,1,9,1,2,486
236500,20,11838,8,5,2001,2001,0,1753,1753,1788,0,3,1,7,1,2,522
222000,60,13006,7,5,1997,1997,0,964,964,993,1243,4,1,8,1,2,642
201000,20,8925,8,5,2007,2007,0,1450,1466,1466,0,3,1,7,0,3,610
117500,20,9100,5,6,1965,1965,466,121,925,925,0,2,1,5,0,1,429
320000,20,11670,9,5,2006,2006,0,1905,1905,1905,0,3,1,8,1,3,788
190000,20,8487,7,5,2004,2004,0,1480,1500,1500,0,3,1,6,0,2,570
242000,20,27650,7,7,1960,2007,0,160,585,2069,0,4,1,9,1,2,505
79900,30,5825,4,5,1926,1953,0,600,600,747,0,1,1,5,0,2,528
184900,20,10083,7,5,2003,2003,0,343,1176,1200,0,2,1,5,0,2,555
253000,60,9675,7,5,2005,2005,0,772,1113,1113,858,3,1,8,1,2,689
239799,60,8760,7,5,2006,2006,0,927,1391,1391,571,3,1,7,0,3,868
244400,70,24090,7,7,1940,1950,0,1032,1032,1207,1196,4,1,10,2,1,349
150900,90,12640,6,5,1976,1976,396,396,1728,1728,0,4,2,8,0,2,574
214000,60,8755,7,5,1999,1999,0,220,992,1022,1038,3,1,8,1,2,390
150000,90,7711,4,3,1977,1977,0,0,1440,1440,0,4,2,8,0,0,0
143000,90,25000,5,4,1967,1967,0,1632,1632,1632,0,4,2,8,0,2,576
137500,20,14375,6,6,1958,1958,354,354,819,1344,0,3,1,7,1,2,525
124900,50,8820,5,6,1890,1996,0,0,1088,1188,561,2,1,7,0,2,456
143000,80,8163,5,6,1959,1959,294,102,1144,1144,0,3,1,6,1,1,796
270000,20,14536,8,5,2002,2003,0,316,1616,1629,0,3,1,9,1,3,808
192500,60,14006,7,5,2002,2002,0,936,936,936,840,3,1,7,1,2,474
197500,20,9360,6,7,1972,2006,0,179,1161,1381,0,3,1,5,1,2,676
129000,20,7200,5,8,1950,2002,149,317,864,864,0,3,1,5,0,2,720
119900,20,7800,5,5,1965,1965,0,187,828,965,0,3,1,6,0,1,300
133900,85,7200,5,8,1972,2003,0,108,768,768,0,2,1,5,0,1,396
172000,60,11075,5,4,1969,1969,193,29,784,1168,800,4,1,7,1,2,530
127500,90,9400,6,5,1975,1975,0,0,945,980,0,4,0,4,0,0,0
145000,90,7136,6,6,1946,1950,0,495,979,979,979,4,2,8,0,2,492
124000,160,1300,6,6,1980,1980,0,276,561,561,668,2,1,5,1,2,462
132000,20,7420,5,5,1962,1962,0,640,1057,1057,0,3,1,6,0,2,576
185000,20,8450,7,5,2003,2003,0,638,1337,1337,0,3,1,6,0,2,531
155000,160,2572,7,5,1999,1999,0,92,696,696,720,3,1,6,0,2,484
116500,20,7207,5,7,1958,2008,0,162,858,858,0,2,1,4,0,0,0
272000,60,12227,6,7,1977,1995,0,434,1330,1542,1330,4,1,11,1,2,619
155000,160,2308,6,6,1976,1976,0,248,804,804,744,3,1,7,1,2,440
239000,20,11923,9,5,2007,2007,0,1800,1800,1800,0,2,1,7,0,2,702
214900,60,11316,7,5,2002,2003,0,193,817,824,1070,4,1,8,1,2,510
178900,60,10237,6,5,2005,2007,0,783,783,783,701,3,1,8,1,2,393
160000,50,9600,5,7,1940,1950,0,300,728,976,332,2,1,7,2,1,256
135000,20,7390,5,7,1955,1955,0,196,1098,1098,0,3,1,6,0,1,260
37900,50,5925,3,6,1910,1950,0,600,600,600,368,2,1,6,0,0,0
140000,190,10382,6,5,1958,1958,0,75,588,1095,0,2,1,6,0,1,264
135000,50,10800,4,4,1949,1950,0,720,720,720,472,4,1,6,0,0,0
173000,160,2268,7,5,2003,2004,0,197,764,764,862,2,1,6,0,2,474
99500,120,7892,6,5,1979,1979,0,918,918,918,0,2,1,5,1,1,264
182000,20,11639,7,5,2007,2008,0,1428,1428,1428,0,3,1,6,0,2,480
167500,70,11414,7,8,1910,1993,0,728,728,1136,883,3,1,8,0,2,532
165000,160,2651,7,5,2000,2000,0,32,673,673,709,3,1,6,0,2,490
85500,30,5900,4,7,1923,1958,0,440,440,869,0,2,1,4,0,0,0
199900,120,4274,7,5,2006,2007,0,135,1241,1241,0,1,1,4,0,2,569
110000,20,9450,4,5,1954,1954,0,342,894,894,0,3,1,5,0,2,400
139000,20,8816,5,6,1963,1963,0,470,1121,1121,0,3,1,5,0,2,480
178400,85,12122,7,9,1961,2007,0,77,944,999,0,3,1,6,0,2,588
336000,60,12203,8,5,1998,1999,0,371,1225,1276,1336,4,1,8,1,3,676
159895,20,3182,7,5,2007,2007,0,1266,1266,1266,0,2,1,6,1,2,388
255900,60,11250,8,5,2002,2002,0,1128,1128,1149,1141,4,1,9,1,2,779
126000,90,10125,5,5,1977,1977,0,0,0,1302,432,4,2,8,0,2,539
125000,190,10880,5,5,1950,1950,0,124,1164,1164,0,3,1,5,0,1,240
117000,50,5310,6,8,1910,2003,0,485,485,1001,634,2,1,5,0,1,255
395192,20,10159,9,5,2009,2010,0,284,1930,1940,0,3,1,8,1,3,606
195000,60,12046,6,6,1976,1976,0,692,848,1118,912,4,1,8,1,2,551
197000,60,8125,7,5,2006,2006,0,770,770,778,798,3,1,6,0,2,614
348000,60,9452,8,5,1997,1998,0,322,1396,1407,985,3,1,7,1,3,870
168000,70,17671,8,9,1882,1986,0,700,916,916,826,4,1,8,1,2,424
187000,60,9760,6,8,1964,1993,117,169,822,1020,831,3,1,7,1,2,440
173900,60,8846,6,5,2005,2006,0,750,750,750,750,3,1,6,0,2,564
337500,20,12456,10,5,2006,2007,0,528,1700,1718,0,3,1,7,1,3,786
121600,50,4712,4,7,1946,1950,0,363,747,774,456,3,1,5,0,1,305
136500,20,10659,5,6,1961,1961,0,135,1050,1050,0,3,1,6,0,1,368
185000,20,11717,6,6,1970,1970,0,1442,1442,1442,0,2,1,6,1,2,615
91000,30,9786,3,4,1922,1950,0,1007,1007,1077,0,3,1,6,1,1,210
